student_id,subject_id,mark
33789,628,1
41648,968,1
50902,477,1
48516,828,1
54405,230,1
49019,2,1
55379,460,1
9107,705,1
34777,570,1
62038,94,1
54667,271,1
91407,364,1
30372,34,1
16753,266,1
99453,160,1
75366,225,1
62657,83,1
79788,752,1
2808,247,1
89232,69,1
64213,888,1
62401,938,1
58133,630,1
21834,187,1
96508,386,1
11774,97,1
63825,594,1
2296,993,1
15850,749,1
74189,886,1
37538,411,1
27731,525,1
41875,371,1
33848,173,1
63056,408,1
12045,832,1
86595,910,1
37853,254,1
5298,619,1
37257,466,1
3748,839,1
74760,843,1
360,688,1
81645,699,1
32380,300,1
75157,393,1
11438,39,1
15352,876,1
96725,996,1
48994,225,1
48274,47,1
3151,301,1
85029,883,1
12133,117,1
50487,50,1
42428,55,1
5284,302,1
30924,258,1
27372,884,1
76833,780,1
61774,514,1
95465,334,1
82099,293,1
8887,901,1
2032,993,1
77097,648,1
76430,543,1
20303,437,1
67944,174,1
47755,758,1
36942,82,1
71917,504,1
68157,550,1
55856,603,1
95553,963,1
71734,289,1
50626,503,1
13704,5,1
90396,415,1
54052,275,1
86480,344,1
58172,719,1
40682,301,1
31801,90,1
11067,206,1
17971,248,1
52279,962,1
52285,971,1
18172,233,1
86525,815,1
52665,141,1
55556,694,1
22793,374,1
58083,311,1
77567,189,1
13690,27,1
29769,724,1
60341,18,1
27564,342,1
27946,400,1
74137,542,1
40060,791,1
82340,555,1
67982,951,1
22863,942,1
89680,747,1
84169,45,1
27965,567,1
92164,923,1
96191,280,1
88771,948,1
75745,839,1
50182,375,1
46499,314,1
28630,618,1
29355,375,1
66151,379,1
58911,438,1
28106,462,1
39501,479,1
82504,861,1
16021,792,1
89986,471,1
88264,395,1
38614,377,1
73473,993,1
31845,628,1
4754,301,1
75701,299,1
61863,476,1
79493,107,1
52878,640,1
19610,126,1
76918,394,1
97327,779,1
22268,203,1
62386,546,1
2433,77,1
31967,777,1
37409,403,1
49260,281,1
72477,88,1
47598,857,1
27931,539,1
12393,549,1
64485,75,1
91723,534,1
44964,994,1
90935,770,1
4528,209,1
89092,822,1
33227,277,1
90882,249,1
69568,746,1
32431,345,1
60112,900,1
61642,675,1
3956,457,1
39786,43,1
6471,815,1
25793,431,1
87431,389,1
14436,791,1
12199,736,1
83037,222,1
75002,126,1
92238,308,1
50295,429,1
15919,851,1
85403,934,1
82597,844,1
37406,438,1
69737,450,1
29107,457,1
25463,494,1
87749,209,1
8123,648,1
63625,143,1
44689,755,1
11395,715,1
35146,291,1
3905,296,1
39267,456,1
47163,53,1
69406,631,1
76147,249,1
59550,282,1
12988,773,1
31601,190,1
92589,927,1
31417,583,1
41913,939,1
25150,216,1
4689,485,1
45149,609,1
24228,942,1
65573,685,1
6741,518,1
89484,222,1
57067,723,1
19012,467,1
10103,158,1
94047,275,1
68501,510,1
73602,549,1
88930,678,1
69139,74,1
19080,270,1
17612,247,1
30144,524,1
64894,681,1
9213,856,1
22374,351,1
12596,302,1
81928,970,1
47393,332,1
63654,6,1
35430,879,1
85874,999,1
28738,924,1
40424,639,1
97368,37,1
54018,644,1
77884,665,1
71107,565,1
58030,372,1
6633,702,1
9517,665,1
17484,295,1
84325,234,1
82142,936,1
54143,721,1
91659,845,1
34628,933,1
27797,857,1
21527,643,1
87736,279,1
89717,221,1
99532,309,1
23192,799,1
2760,697,1
83440,957,1
90237,170,1
10918,664,1
36478,720,1
22790,817,1
17877,959,1
48772,965,1
22964,924,1
20282,546,1
68862,684,1
19324,319,1
27696,444,1
61076,313,1
47011,768,1
10191,532,1
45430,767,1
16693,54,1
9002,540,1
45560,605,1
1390,699,1
43106,421,1
47916,172,1
53160,950,1
90694,568,1
17782,18,1
34018,128,1
21432,748,1
92078,522,1
20748,104,1
50580,821,1
86708,597,1
85006,40,1
63571,623,1
9963,922,1
11824,260,1
19260,912,1
53332,116,1
64133,799,1
84484,510,1
34751,272,1
62257,26,1
53483,40,1
3336,328,1
85008,704,1
3100,115,1
96218,802,1
14638,15,1
25653,972,1
36177,226,1
66227,6,1
44878,288,1
29253,477,1
68691,583,1
51401,160,1
54371,683,1
97204,610,1
12525,882,1
63713,201,1
87729,366,1
42364,173,1
17387,371,1
44978,401,1
15392,738,1
92889,275,1
4161,632,1
60659,713,1
29499,390,1
11239,537,1
82104,811,1
9428,415,1
84359,264,1
40600,340,1
26190,94,1
99469,818,1
4725,197,1
48860,595,1
40114,271,1
76406,129,1
19871,62,1
19999,629,1
32918,60,1
52664,86,1
80879,635,1
6750,345,1
733,300,1
74353,66,1
51517,333,1
51832,693,1
45779,80,1
62700,208,1
95410,62,1
69226,665,1
54865,521,1
59539,680,1
27653,334,1
3433,756,1
21176,455,1
49337,685,1
37354,811,1
17869,69,1
87735,182,1
1356,114,1
15371,315,1
81308,195,1
22963,919,1
25621,242,1
21854,424,1
30628,415,1
28235,461,1
16888,319,1
39201,370,1
10529,718,1
53160,263,1
64321,880,1
19359,399,1
45178,264,1
64367,118,1
701,960,1
68298,571,1
67619,731,1
90568,984,1
78011,421,1
9279,125,1
15461,724,1
13924,575,1
88110,113,1
49182,830,1
61208,525,1
28559,385,1
80636,422,1
73149,855,1
56760,737,1
44535,414,1
43539,359,1
56328,489,1
59026,867,1
10256,802,1
74995,185,1
45567,294,1
79495,495,1
41510,287,1
5480,423,1
44704,572,1
64704,436,1
3899,57,1
5760,49,1
80865,695,1
2500,704,1
68856,981,1
63113,112,1
43618,650,1
94151,21,1
43736,508,1
52353,144,1
54700,456,1
75916,711,1
42906,398,1
42346,986,1
51884,390,1
8161,366,1
19818,816,1
39391,211,1
78029,98,1
39901,620,1
97022,285,1
22112,478,1
25432,929,1
54307,202,1
19910,13,1
11974,423,1
48997,356,1
62435,326,1
83641,153,1
58075,978,1
9181,31,1
70449,453,1
24709,298,1
33429,827,1
17102,655,1
74585,195,1
12128,660,1
40596,909,1
39807,346,1
22481,385,1
368,673,1
65708,451,1
93601,495,1
96290,872,1
71807,156,1
70541,453,1
71347,91,1
4649,460,1
93869,686,1
51336,307,1
74142,23,1
58720,331,1
48631,514,1
44182,810,1
63867,159,1
54985,688,1
73602,692,1
28950,511,1
36662,957,1
63220,718,1
5100,423,1
45212,222,1
21193,131,1
37473,219,1
46643,272,1
25808,408,1
53043,389,1
36767,777,1
21482,452,1
61889,221,1
93962,854,1
43841,391,1
51202,187,1
93752,338,1
92829,361,1
95315,823,1
1341,109,1
91300,102,1
76747,683,1
57442,238,1
33943,593,1
45162,435,1
14383,28,1
89355,746,1
36420,593,1
44093,439,1
14021,262,1
27126,605,1
82407,27,1
46602,671,1
74184,937,1
16734,598,1
64674,477,1
10856,809,1
35884,120,1
32811,549,1
27862,327,1
22929,434,1
14070,69,1
79823,627,1
61266,678,1
17336,152,1
27200,197,1
30604,794,1
48985,32,1
83381,912,1
74956,496,1
24347,188,1
46352,513,1
97362,27,1
75733,848,1
51771,496,1
43796,186,1
55403,57,1
51406,972,1
28127,739,1
52330,307,1
50192,49,1
93066,369,1
1270,710,1
30506,299,1
46488,549,1
11357,972,1
32082,396,1
51749,196,1
12588,729,1
81204,183,1
10084,450,1
37418,256,1
71754,587,1
64110,425,1
32899,249,1
18173,50,1
58666,168,1
86679,203,1
42881,984,1
69172,804,1
27559,201,1
86603,205,1
45046,91,1
14585,396,1
40906,680,1
25129,189,1
68213,944,1
79095,226,1
583,234,1
80873,945,1
94670,26,1
48691,366,1
94804,463,1
90967,731,1
13059,441,1
38220,458,1
94043,178,1
90656,10,1
95954,485,1
51306,860,1
60021,642,1
2230,199,1
60284,922,1
74599,303,1
90183,772,1
72176,660,1
24286,623,1
72507,868,1
47506,41,1
92162,527,1
24933,435,1
7456,310,1
81314,109,1
40147,779,1
20857,195,1
7038,5,1
64775,238,1
19071,270,1
19388,875,1
37748,547,1
35400,681,1
43331,497,1
12282,827,1
12335,908,1
54290,841,1
24073,516,1
89357,405,1
77907,274,1
5663,59,1
36614,880,1
31611,436,1
8267,48,1
14080,775,1
602,947,1
77415,524,1
27218,648,1
39233,953,1
9957,484,1
12359,575,1
10520,377,1
70347,756,1
2868,807,1
99104,460,1
74612,100,1
97610,887,1
85797,5,1
96041,784,1
73597,973,1
7567,217,1
41850,959,1
69078,36,1
25971,303,1
23084,745,1
85621,281,1
63490,646,1
61741,124,1
68542,266,1
65789,145,1
2726,967,1
1909,953,1
52118,572,1
32136,56,1
34267,716,1
26624,627,1
3229,105,1
22323,101,1
7430,458,1
35543,733,1
90255,33,1
80633,233,1
40803,212,1
12650,335,1
68642,314,1
78890,275,1
1133,419,1
31055,625,1
8893,804,1
45526,944,1
49759,166,1
80767,419,1
17350,536,1
24997,858,1
46699,905,1
79472,537,1
73673,286,1
68602,344,1
5501,592,1
85024,717,1
46863,952,1
29770,629,1
86912,878,1
56842,615,1
92313,761,1
22308,843,1
27142,294,1
7889,718,1
31125,811,1
52559,752,1
61516,323,1
5551,781,1
14844,170,1
59987,925,1
89279,169,1
44510,763,1
75290,832,1
68747,579,1
16123,390,1
60756,986,1
34765,344,1
6796,953,1
91947,867,1
65554,75,1
44293,671,1
60914,186,1
98940,866,1
23888,772,1
7834,927,1
39575,894,1
67119,541,1
45956,252,1
53199,825,1
37785,526,1
60274,98,1
7419,245,1
5458,552,1
68404,618,1
76864,109,1
20534,989,1
54772,524,1
58843,984,1
49143,983,1
78654,78,1
33516,611,1
15343,636,1
16346,5,1
83714,341,1
18792,987,1
6254,691,1
1122,327,1
18947,830,1
92191,15,1
22352,583,1
48796,268,1
84242,349,1
77977,615,1
89553,42,1
34243,710,1
63115,401,1
61105,429,1
27587,775,1
52602,146,1
33864,232,1
56230,939,1
42198,349,1
86727,346,1
91612,283,1
67082,116,1
84973,847,1
81932,291,1
11584,612,1
96871,212,1
72441,317,1
22516,441,1
85081,333,1
56410,920,1
10944,764,1
35891,695,1
21678,605,1
46575,676,1
66189,519,1
802,447,1
26752,453,1
58042,143,1
43509,691,1
69197,820,1
18281,286,1
75816,710,1
55880,757,1
774,752,1
83305,259,1
90454,563,1
44296,842,1
77448,297,1
22429,529,1
2592,923,1
30451,525,1
87719,283,1
37207,903,1
41388,449,1
40993,260,1
53007,747,1
38898,531,1
91980,249,1
89568,408,1
