student_id,subject_id,mark
24243,907,4
97706,255,4
76213,578,4
22759,738,4
62367,629,4
67776,373,4
86277,958,4
55934,682,4
5971,143,4
25450,143,4
35044,820,4
63448,569,4
2986,648,4
61718,46,4
41876,721,4
82325,807,4
84292,101,4
40905,619,4
62233,683,4
8253,917,4
61251,508,4
82682,877,4
50075,989,4
14602,648,4
33705,246,4
30531,141,4
60872,237,4
75171,412,4
29415,941,4
47435,13,4
16343,947,4
93,5,4
46904,592,4
27413,323,4
28579,697,4
78103,72,4
22055,317,4
26332,474,4
77548,860,4
39268,533,4
71619,27,4
17496,982,4
99445,336,4
37483,836,4
11817,335,4
51835,466,4
59035,513,4
82858,254,4
34313,900,4
4973,226,4
44179,77,4
90793,558,4
84059,111,4
75181,786,4
13214,845,4
99388,146,4
76696,257,4
38140,802,4
6637,887,4
28191,831,4
22705,944,4
9708,933,4
48936,211,4
61785,678,4
36,838,4
13351,696,4
21438,349,4
33432,283,4
74899,61,4
3971,841,4
52349,559,4
63183,525,4
62521,36,4
72083,505,4
36255,149,4
3977,381,4
29303,932,4
36453,68,4
32752,892,4
14237,348,4
48589,450,4
10635,95,4
7610,369,4
88467,508,4
49539,494,4
82004,971,4
38893,709,4
31023,746,4
47914,159,4
79642,305,4
17990,483,4
4005,235,4
56625,256,4
46032,963,4
65002,408,4
52979,869,4
63786,507,4
52830,753,4
19330,176,4
45995,627,4
62791,280,4
68174,705,4
97439,455,4
78985,254,4
7893,928,4
66682,660,4
48416,949,4
91716,159,4
71108,651,4
4813,846,4
35189,107,4
11933,832,4
94831,968,4
39910,555,4
31539,848,4
20538,449,4
89331,526,4
36466,975,4
64559,711,4
26738,970,4
29605,926,4
19932,438,4
8658,959,4
6155,718,4
63475,85,4
87603,602,4
54316,506,4
90458,155,4
54382,987,4
95115,474,4
56289,681,4
65038,103,4
80518,116,4
10620,119,4
72862,831,4
82355,730,4
28389,769,4
81055,724,4
85096,392,4
28833,655,4
1697,136,4
97454,499,4
69428,984,4
76484,71,4
90052,437,4
71247,176,4
51231,720,4
23981,667,4
1270,752,4
53268,799,4
85765,517,4
95929,90,4
388,754,4
77039,130,4
90869,519,4
62325,910,4
7806,139,4
44843,776,4
19341,777,4
78172,961,4
8086,162,4
27045,907,4
2514,941,4
40352,708,4
98992,742,4
51181,331,4
544,390,4
66946,455,4
49607,409,4
52535,766,4
51523,222,4
58681,689,4
56056,638,4
14474,598,4
93952,674,4
79362,459,4
34422,681,4
31994,776,4
90398,411,4
52404,774,4
81315,500,4
3565,888,4
62966,403,4
62334,951,4
53634,860,4
87351,730,4
23102,702,4
70673,181,4
86604,196,4
21981,683,4
26070,37,4
11392,332,4
79347,903,4
94347,164,4
98173,721,4
75316,783,4
78107,31,4
92688,293,4
54723,107,4
9105,170,4
4056,410,4
77422,363,4
82900,423,4
69301,80,4
99383,288,4
89532,725,4
35393,113,4
53029,439,4
59670,334,4
79192,567,4
77967,702,4
9326,903,4
33512,208,4
81563,924,4
38647,88,4
85539,933,4
53345,652,4
85840,737,4
28131,510,4
6793,178,4
17122,38,4
30395,913,4
9178,900,4
78438,560,4
10202,538,4
5053,144,4
70192,741,4
73804,259,4
84374,921,4
67756,812,4
78298,267,4
32941,644,4
50542,83,4
57282,763,4
62083,749,4
86393,756,4
86799,231,4
62044,366,4
62806,433,4
94096,460,4
41230,414,4
99198,2,4
48750,772,4
30165,545,4
17596,129,4
36830,118,4
82308,979,4
76648,809,4
2622,163,4
59378,701,4
10847,564,4
18265,161,4
94383,629,4
79868,377,4
30495,566,4
30512,445,4
45853,260,4
26920,118,4
82720,646,4
50747,965,4
39182,893,4
68263,193,4
43901,993,4
62827,425,4
76174,25,4
18110,462,4
89548,721,4
66428,136,4
89528,839,4
14192,356,4
74477,436,4
90882,407,4
91251,622,4
70502,866,4
26834,830,4
82759,507,4
87701,646,4
36141,612,4
12079,727,4
62969,787,4
53408,297,4
45387,883,4
82528,853,4
12067,269,4
87006,191,4
26689,396,4
60628,68,4
35309,265,4
33043,383,4
41841,788,4
72425,283,4
1926,171,4
81330,814,4
84720,3,4
47594,756,4
34506,491,4
38968,854,4
45348,24,4
2209,181,4
92852,124,4
16371,407,4
93820,397,4
427,850,4
28597,454,4
35822,759,4
67728,877,4
33184,985,4
40287,29,4
34774,271,4
11530,997,4
53683,884,4
44663,683,4
58965,538,4
39175,341,4
40200,104,4
75009,96,4
65429,345,4
52363,597,4
60812,761,4
13076,590,4
72635,889,4
2957,749,4
89047,911,4
46995,88,4
14864,940,4
25149,1,4
53382,598,4
99507,461,4
68611,14,4
55294,838,4
21729,459,4
23428,665,4
78688,373,4
83150,859,4
18877,185,4
96443,375,4
49350,357,4
45313,597,4
95013,731,4
20129,344,4
28072,338,4
15290,253,4
39214,914,4
19276,465,4
57045,702,4
99184,806,4
39519,721,4
63149,60,4
16272,764,4
95445,284,4
2386,586,4
61863,551,4
11059,36,4
62844,572,4
38190,301,4
13152,882,4
25480,958,4
15132,806,4
9774,649,4
59120,990,4
76678,438,4
34059,169,4
59946,951,4
21594,881,4
34497,766,4
17756,250,4
58984,32,4
96733,699,4
913,872,4
40720,521,4
24399,519,4
44318,861,4
83043,42,4
1305,532,4
74309,39,4
15455,806,4
47240,920,4
51939,2,4
60704,799,4
30435,332,4
9950,193,4
24996,971,4
72475,901,4
1479,347,4
62686,577,4
95060,225,4
24884,854,4
74014,934,4
50194,724,4
8670,836,4
39657,526,4
83546,913,4
49993,493,4
71515,430,4
13427,458,4
19134,892,4
45986,656,4
7723,56,4
23018,359,4
83023,748,4
84384,638,4
84286,618,4
49845,791,4
15934,451,4
59389,534,4
16164,606,4
2766,311,4
9347,627,4
48703,320,4
23296,605,4
8234,670,4
81956,871,4
83889,292,4
75200,693,4
76131,301,4
84408,483,4
5209,69,4
78028,802,4
41528,750,4
88595,356,4
35049,266,4
10905,77,4
98598,774,4
63306,323,4
63778,276,4
73094,332,4
97395,643,4
94873,181,4
80073,302,4
30772,404,4
78050,952,4
54054,402,4
91501,652,4
42476,858,4
85945,419,4
43899,143,4
81967,684,4
68491,912,4
46285,402,4
64936,309,4
91386,678,4
54146,852,4
37892,98,4
19034,816,4
10280,549,4
12701,90,4
79095,362,4
34019,488,4
70269,96,4
22267,78,4
34278,266,4
44857,511,4
33895,318,4
37600,61,4
65281,629,4
73834,582,4
92804,336,4
32276,858,4
61539,574,4
65013,838,4
32886,157,4
87435,847,4
33593,654,4
60502,788,4
19541,415,4
11430,687,4
85150,964,4
67814,295,4
68729,21,4
39739,833,4
98960,689,4
80948,48,4
2571,778,4
31816,403,4
32451,323,4
54118,128,4
64489,501,4
33151,798,4
24351,651,4
27771,187,4
14302,938,4
10109,615,4
29208,386,4
39784,89,4
7693,533,4
58556,354,4
19407,146,4
96378,752,4
5092,658,4
60480,566,4
4221,748,4
