student_id,subject_id,mark
54622,963,5
3419,865,5
18116,765,5
23629,142,5
90524,80,5
38115,626,5
24615,483,5
37430,377,5
22400,182,5
24053,20,5
23220,858,5
99834,900,5
68287,180,5
18366,469,5
40413,274,5
85040,579,5
35334,489,5
95066,37,5
87382,172,5
53095,810,5
52531,940,5
26871,5,5
14,906,5
28173,698,5
89501,63,5
5973,970,5
98656,374,5
97400,887,5
2639,282,5
25081,125,5
60819,152,5
7889,658,5
64151,136,5
90839,850,5
65570,72,5
44242,56,5
83111,814,5
48422,544,5
8134,551,5
21440,243,5
46228,749,5
45012,673,5
7797,816,5
48687,418,5
83266,79,5
93009,318,5
74048,584,5
84709,420,5
52687,124,5
93238,997,5
47455,427,5
54733,446,5
88996,206,5
24409,365,5
57016,344,5
36701,651,5
91327,152,5
23785,474,5
49668,615,5
47197,923,5
93882,146,5
29710,13,5
94164,286,5
42240,41,5
41751,496,5
98635,277,5
91452,160,5
14133,20,5
87404,237,5
23474,51,5
77130,418,5
84852,305,5
42095,273,5
40479,425,5
83414,491,5
12028,820,5
43887,510,5
25418,557,5
7713,797,5
97226,423,5
3791,707,5
80113,651,5
83039,569,5
62,565,5
74354,510,5
10622,307,5
73521,754,5
97567,796,5
49268,517,5
51894,771,5
9241,449,5
55630,367,5
13152,33,5
48897,290,5
78639,438,5
33438,511,5
2891,970,5
59825,237,5
35924,63,5
69438,309,5
76158,312,5
68337,908,5
15386,188,5
1603,974,5
68843,246,5
16503,190,5
59538,159,5
81285,490,5
1745,494,5
18074,197,5
80742,437,5
70582,727,5
45376,103,5
82821,181,5
90483,13,5
21614,909,5
20539,195,5
55342,99,5
12748,948,5
99708,666,5
90508,973,5
83821,209,5
54962,982,5
48545,711,5
82758,767,5
68309,908,5
80430,801,5
22083,975,5
43171,254,5
57440,578,5
15704,457,5
11599,923,5
33321,67,5
45863,666,5
47194,720,5
78667,726,5
17238,444,5
34423,193,5
82970,684,5
98733,407,5
19943,975,5
74022,329,5
64917,711,5
77036,350,5
67290,346,5
65715,749,5
51990,645,5
632,402,5
73792,812,5
57247,286,5
20965,346,5
84968,259,5
52294,731,5
22835,138,5
48777,402,5
19933,671,5
