student_id,subject_id,mark
17783,506,4
21357,98,4
6189,553,4
85811,523,4
61699,436,4
94138,675,4
54287,48,4
71190,26,4
54079,18,4
5401,14,4
92751,98,4
36396,432,4
40712,971,4
31360,8,4
70010,587,4
85326,363,4
61222,950,4
44836,936,4
69632,466,4
5925,673,4
52580,8,4
56024,930,4
49748,253,4
67178,534,4
58744,230,4
70538,12,4
68793,687,4
14609,442,4
50242,479,4
99704,667,4
5908,348,4
19982,788,4
8138,140,4
65212,356,4
34480,940,4
86407,861,4
68613,990,4
4246,371,4
42502,380,4
47734,58,4
26504,500,4
3872,613,4
40428,388,4
4029,624,4
78115,36,4
54465,801,4
64623,638,4
45343,311,4
51142,17,4
31393,775,4
43358,604,4
20536,387,4
52462,306,4
22994,460,4
26578,646,4
58218,262,4
65349,880,4
6476,831,4
83318,811,4
90871,527,4
20981,91,4
3339,607,4
78990,576,4
47640,21,4
17360,416,4
14496,188,4
30975,929,4
64107,660,4
82965,369,4
66257,372,4
66582,616,4
73166,21,4
86046,233,4
34698,792,4
68678,177,4
8324,891,4
24092,688,4
52445,599,4
84076,569,4
71839,204,4
24703,128,4
7325,810,4
71640,442,4
80911,285,4
62595,962,4
6982,954,4
3410,746,4
35813,422,4
95151,142,4
18075,891,4
93951,142,4
80124,100,4
48188,613,4
45621,367,4
1864,432,4
66870,898,4
46107,771,4
94659,684,4
76021,889,4
51968,122,4
38719,536,4
94479,869,4
92660,824,4
47203,588,4
11683,578,4
2846,340,4
28020,283,4
38075,719,4
83693,992,4
57134,41,4
95926,962,4
69730,69,4
89817,74,4
26131,742,4
77337,989,4
27370,829,4
7774,732,4
71583,240,4
42634,7,4
43110,108,4
68466,355,4
65177,513,4
84895,420,4
54839,131,4
42764,19,4
16908,607,4
93693,563,4
35135,494,4
66165,244,4
65288,271,4
1522,467,4
68554,577,4
29012,122,4
55728,425,4
59756,529,4
28375,288,4
29820,257,4
8533,494,4
71350,333,4
47440,990,4
90301,196,4
44626,533,4
29968,742,4
15388,879,4
25438,380,4
75292,754,4
70780,378,4
50213,355,4
66353,929,4
42134,972,4
52519,815,4
20693,654,4
26168,152,4
93826,984,4
77835,145,4
91327,831,4
40615,960,4
89739,766,4
31409,401,4
13485,782,4
69029,878,4
19889,629,4
35429,48,4
90982,491,4
96809,769,4
40917,724,4
63541,750,4
85841,16,4
66383,628,4
51928,892,4
38727,127,4
39287,248,4
77600,579,4
31507,559,4
38912,496,4
97702,929,4
21836,905,4
63104,499,4
50434,832,4
75862,535,4
1412,835,4
47202,523,4
23392,575,4
28813,633,4
69472,321,4
31546,469,4
54210,687,4
5206,301,4
57625,756,4
33611,888,4
24257,18,4
51474,301,4
62886,917,4
10494,743,4
47549,930,4
53282,936,4
84119,189,4
34428,217,4
30239,962,4
16670,895,4
73702,897,4
10550,46,4
9990,180,4
46730,686,4
54509,437,4
34444,576,4
71617,44,4
44829,495,4
5349,898,4
19615,213,4
18990,462,4
20747,368,4
66737,370,4
65597,433,4
15971,374,4
81039,799,4
90458,957,4
16339,451,4
94639,289,4
