student_id,subject_id,mark
47326,709,4
10233,429,4
10749,353,4
78717,327,4
23898,771,4
81196,10,4
68011,838,4
93047,595,4
96935,290,4
38360,984,4
71445,696,4
3980,235,4
12563,117,4
65472,609,4
23086,369,4
26121,230,4
53944,918,4
4749,753,4
65610,543,4
13318,133,4
99525,724,4
73547,73,4
2031,199,4
15419,686,4
42213,26,4
55703,699,4
91239,708,4
90835,844,4
82454,667,4
72036,384,4
63208,992,4
53713,659,4
59592,495,4
55912,241,4
65068,385,4
46138,625,4
5980,99,4
88917,221,4
7933,87,4
30283,911,4
68710,300,4
84319,522,4
90966,885,4
34306,961,4
92924,353,4
3032,258,4
83354,363,4
21556,660,4
84925,743,4
55842,458,4
588,293,4
89066,872,4
21457,807,4
53825,552,4
36179,717,4
63893,959,4
95757,49,4
42081,469,4
36414,472,4
53088,993,4
92224,351,4
79335,337,4
61978,39,4
52628,815,4
59575,295,4
30124,853,4
14665,211,4
90413,601,4
74332,585,4
3670,526,4
30159,684,4
8397,616,4
31319,568,4
46996,20,4
38627,431,4
37905,825,4
73631,63,4
69554,384,4
99622,19,4
1838,50,4
84419,583,4
8079,225,4
63664,512,4
61098,988,4
56429,677,4
86161,518,4
17554,364,4
64983,301,4
78269,606,4
2994,88,4
45006,295,4
62743,626,4
40929,306,4
10121,742,4
49471,126,4
33244,132,4
59244,135,4
58086,842,4
99210,195,4
4845,298,4
83260,607,4
8138,161,4
76694,936,4
75511,452,4
96294,75,4
44676,155,4
38875,450,4
59190,438,4
9767,869,4
83263,635,4
15336,361,4
58796,269,4
88920,413,4
38163,565,4
65665,837,4
28785,618,4
6390,545,4
10765,660,4
14386,241,4
47092,983,4
24127,934,4
61949,602,4
20501,375,4
48617,557,4
21064,8,4
28040,935,4
27085,810,4
68346,768,4
39217,46,4
15953,444,4
96648,418,4
67270,141,4
89285,38,4
59080,83,4
96278,578,4
29747,897,4
96310,863,4
56905,200,4
4043,558,4
21156,228,4
39034,46,4
77781,520,4
31214,538,4
25356,388,4
36459,680,4
835,720,4
10218,95,4
4858,197,4
72246,398,4
25575,632,4
46563,681,4
67953,201,4
31206,185,4
84852,985,4
78580,709,4
40735,205,4
44690,33,4
97455,110,4
40735,342,4
35022,56,4
92106,57,4
28422,788,4
8827,685,4
68963,696,4
13297,254,4
78962,263,4
10475,315,4
69818,809,4
74541,491,4
67720,272,4
18830,961,4
93579,927,4
45342,502,4
76966,319,4
4044,757,4
30144,841,4
2326,618,4
36217,246,4
92928,223,4
30546,539,4
13434,411,4
62090,501,4
40609,197,4
18044,336,4
56528,335,4
67357,658,4
26441,444,4
71619,654,4
77969,826,4
38937,7,4
68139,148,4
62474,635,4
10653,420,4
60134,895,4
52954,842,4
31782,797,4
74422,256,4
19596,42,4
64738,418,4
75841,841,4
1809,17,4
62161,499,4
79841,940,4
8800,567,4
79565,663,4
507,187,4
37294,462,4
80597,645,4
13944,485,4
86794,977,4
15092,348,4
58072,583,4
45375,908,4
9329,519,4
21064,656,4
32694,400,4
54620,642,4
94597,386,4
64597,212,4
43986,482,4
8131,930,4
48258,937,4
65988,215,4
67000,551,4
46737,280,4
17290,595,4
6214,812,4
72895,322,4
98568,205,4
19899,934,4
50705,14,4
33017,12,4
89317,728,4
46972,667,4
29817,876,4
95276,479,4
43687,473,4
38265,378,4
92846,353,4
62811,497,4
25631,461,4
70866,163,4
85299,138,4
35352,280,4
26980,592,4
89976,431,4
24407,33,4
85681,762,4
75437,125,4
75606,402,4
98024,265,4
98698,214,4
90519,589,4
55356,100,4
83815,84,4
74949,113,4
52423,29,4
16315,384,4
581,400,4
81849,954,4
90126,97,4
60805,373,4
63612,283,4
93929,994,4
73232,690,4
38494,19,4
26833,5,4
85086,232,4
73804,817,4
76718,981,4
50739,87,4
67470,652,4
60590,230,4
17870,114,4
40628,585,4
8030,431,4
53083,621,4
2000,550,4
2698,51,4
36251,870,4
13363,869,4
56511,432,4
20607,58,4
93030,779,4
96871,90,4
18152,445,4
33885,658,4
