student_id,subject_id,mark
79463,703,5
53172,943,5
68686,208,5
11769,781,5
90955,654,5
79109,903,5
42880,425,5
94196,674,5
7643,307,5
19683,942,5
85383,975,5
12850,627,5
81278,357,5
35717,365,5
97933,773,5
23701,959,5
45539,297,5
32539,948,5
21556,852,5
75863,455,5
51992,490,5
16505,264,5
74879,781,5
88,978,5
73360,72,5
450,962,5
28984,839,5
47667,741,5
66375,528,5
89080,913,5
36525,55,5
56158,837,5
7660,814,5
74216,488,5
21683,455,5
40526,592,5
73147,211,5
12780,469,5
28882,44,5
61905,501,5
77757,858,5
25271,635,5
64537,172,5
18480,927,5
39200,548,5
16964,260,5
32789,259,5
15060,160,5
88438,238,5
28567,273,5
12638,458,5
77387,964,5
30991,964,5
39403,760,5
64245,547,5
74169,736,5
26468,120,5
46167,291,5
79874,627,5
16624,368,5
33881,360,5
44039,59,5
83535,618,5
72097,859,5
46805,933,5
51690,508,5
41872,143,5
66425,21,5
1059,665,5
7020,975,5
93156,144,5
42072,56,5
52050,202,5
81279,906,5
33803,544,5
48769,993,5
74419,282,5
8599,747,5
89650,674,5
74568,430,5
30399,765,5
24547,789,5
69991,48,5
9842,996,5
12443,606,5
38400,326,5
89414,523,5
80906,326,5
21879,845,5
37018,524,5
6149,775,5
9453,509,5
47467,93,5
54337,787,5
47869,646,5
81273,961,5
98927,512,5
86141,851,5
72262,495,5
94970,27,5
31993,330,5
49795,37,5
53383,30,5
9516,909,5
72300,351,5
72480,331,5
40786,406,5
25457,381,5
3234,200,5
86536,372,5
70205,525,5
81046,224,5
42316,980,5
6386,279,5
4447,894,5
11468,139,5
17177,997,5
75890,542,5
5981,66,5
51142,466,5
29831,668,5
8323,393,5
16778,912,5
27709,302,5
7141,344,5
95236,210,5
40854,917,5
42251,693,5
84934,943,5
44527,750,5
50921,911,5
77196,765,5
27366,961,5
21880,946,5
37344,894,5
81490,687,5
49347,108,5
46204,103,5
77520,875,5
28392,234,5
40125,722,5
96924,768,5
83451,300,5
