student_id,subject_id,mark
52184,379,3
57491,710,3
59614,877,3
58711,135,3
75304,817,3
92245,892,3
26035,792,3
90186,492,3
8643,861,3
10284,121,3
96944,488,3
19415,846,3
39217,26,3
21498,721,3
82376,77,3
38784,447,3
19966,472,3
41375,158,3
56701,620,3
4326,488,3
2144,493,3
36833,618,3
88218,559,3
27277,530,3
39225,46,3
72227,79,3
98592,698,3
78399,903,3
2617,556,3
2856,627,3
36756,349,3
85508,194,3
94222,455,3
24634,506,3
1689,926,3
73982,22,3
44293,844,3
47171,58,3
43427,238,3
10915,342,3
31782,853,3
74413,905,3
32915,537,3
84343,780,3
95639,739,3
52606,767,3
70595,287,3
21664,586,3
68472,895,3
74743,421,3
63741,833,3
39696,928,3
95659,273,3
76078,411,3
26092,599,3
91919,515,3
59697,908,3
61382,403,3
52778,102,3
14935,60,3
88978,582,3
89572,206,3
50941,559,3
54088,569,3
95463,945,3
4985,955,3
71771,765,3
97385,151,3
48579,24,3
5745,869,3
38405,807,3
1231,871,3
36799,365,3
11773,410,3
50667,57,3
97596,659,3
18014,478,3
28186,432,3
62882,916,3
60375,410,3
51707,452,3
98372,157,3
28101,942,3
4672,682,3
59265,600,3
42466,467,3
17387,510,3
97189,877,3
68188,103,3
91947,384,3
39771,764,3
21105,601,3
26562,523,3
57651,695,3
38382,134,3
55492,689,3
93811,204,3
33689,430,3
81802,545,3
29900,302,3
38662,362,3
11914,649,3
63528,382,3
39793,159,3
19510,597,3
64753,588,3
59519,127,3
54395,981,3
50630,61,3
5515,393,3
38317,966,3
84462,190,3
15804,265,3
87843,919,3
83233,540,3
50451,142,3
8525,171,3
83077,704,3
64166,842,3
37951,613,3
58328,580,3
94383,15,3
72313,351,3
48145,490,3
25946,717,3
10539,711,3
13422,2,3
50181,969,3
9840,552,3
4623,203,3
95323,778,3
89624,295,3
31902,888,3
85269,781,3
42508,604,3
63371,571,3
96755,536,3
93901,246,3
66913,82,3
76605,845,3
92962,677,3
6023,528,3
67153,363,3
86781,786,3
91574,282,3
12774,77,3
54154,465,3
27573,79,3
21618,15,3
4082,227,3
72926,553,3
6307,923,3
64379,365,3
97001,962,3
56548,100,3
30794,24,3
39064,541,3
24415,225,3
48126,654,3
48083,844,3
17774,631,3
20792,139,3
78005,852,3
11594,484,3
29052,571,3
77300,710,3
91676,908,3
56946,650,3
20893,485,3
66230,582,3
50623,163,3
56158,792,3
7199,358,3
51652,528,3
60531,275,3
29288,953,3
87824,708,3
61932,564,3
52304,608,3
45038,998,3
90493,118,3
8929,610,3
19106,729,3
17107,701,3
1772,400,3
82037,964,3
